"","Salary","Age","G","MP","mean_views","PTS","GS","X3P.","X2P.","FT.","PF","STL","BLK","TOV","Play","Season","Pos1"
"857",1924755,25,43,9.7,426.084699453552,5,2,0.259,0.478,0.78,0.7,0.2,0.1,0.1,0,2,4
"858",2361359,26,74,20.7,500.616438356164,8.7,10,0.376,0.45,0.841,1.1,1.1,0.2,1.2,0,2,3
"860",7692308,32,71,15.9,2751.53278688525,5.5,7,0,0.509,0.82,1.6,0.5,0.3,0.8,0,2,3
"861",6000000,27,69,19.8,201.325136612022,6.9,3,0.345,0.473,0.711,1.3,0.8,0.1,1.3,0,2,3
"863",1312611,21,60,20.7,469.109589041096,8.7,28,0.353,0.459,0.805,2.2,0.4,0.8,1.2,0,2,2
"864",12236535,26,12,15.6,134.098630136986,2.4,1,0.19,0.35,0.5,1.8,0.6,0.1,0.8,0,2,4
"865",1524305,24,80,28.8,219.846575342466,12.6,58,0.326,0.452,0.813,2.3,0.9,0.3,1.6,0,2,3
"866",3097800,21,69,27.4,317.257534246575,8.7,50,0.286,0.439,0.772,2.4,1.4,0.2,1.1,0,2,4
"867",34682550,29,51,32,15776.4,26.4,51,0.423,0.595,0.921,2.2,1.6,0.2,3,1,2,3
"868",815615,22,54,14.4,113.350684931507,4,4,0.352,0.439,0.875,1.5,0.6,0.2,0.5,0,2,5
"869",22471911,24,76,32.7,1365.13150684931,13.9,76,0,0.631,0.559,2.8,1.2,1,1.7,0,2,1
"873",14000000,32,82,33.2,721.183561643836,12.2,82,0.2,0.595,0.768,2.7,0.8,0.7,1.1,0,2,2
"874",3290000,26,51,10.5,248.896174863388,3.5,2,0.091,0.638,0.46,2.1,0.4,0.6,0.7,0,2,1
"875",1785000,19,61,12.5,529.104109589041,3.1,12,0.333,0.612,0.9,1.4,0.4,0.2,0.2,0,2,5
"876",10500000,26,24,25,527.958904109589,8.7,20,0.323,0.469,0.75,1.9,1.1,0.5,1.2,0,2,5
"877",1988520,23,80,25.9,559.86301369863,11.3,16,0.381,0.41,0.772,1.5,1,0.2,1,0,2,3
"878",5250000,33,38,21.2,418.542465753425,8.2,6,0.381,0.551,0.815,1.6,1.4,0.3,0.8,0,2,4
"879",12921348,29,81,32.2,287.394520547945,11.8,81,0.32,0.531,0.598,2.2,1.7,0.4,1.3,0,2,2
"880",815615,20,15,4.8,329.6,1.5,0,0.1,0.636,0.556,0.4,0.1,0.1,0.1,0,2,1
"881",3086784,20,74,16.7,1505.16712328767,4.8,12,0.298,0.467,0.699,2.2,0.5,0.7,0.6,0,2,1
"882",2000000,27,59,14.2,207.78904109589,3,11,0.304,0.44,0.767,1.6,0.8,0.1,1,0,2,3
"883",16500000,25,57,33.1,1123.72328767123,17.5,54,0.317,0.516,0.816,2.2,1.1,0.2,1.6,0,2,5
"884",15280000,31,31,11.6,1267.8825136612,4.2,13,0.222,0.64,0.767,1.3,0.2,0.4,1.1,0,2,1
"885",1594590,22,52,15.5,1.14285714285714,5.8,7,0.335,0.431,0.793,1.9,0.2,0.1,0.7,0,2,4
"886",16000000,25,80,33.4,382.008219178082,18.6,80,0.411,0.488,0.829,2.1,0.9,0.4,1.3,0,2,2
"887",3000000,26,73,22.5,161.939726027397,7.2,30,0.465,0.544,0.781,1.8,0.7,0.2,1.1,0,2,5
"888",1471382,36,22,12.4,19.5464480874317,4.7,0,0.333,0.506,0.524,2.2,0.5,0.1,0.9,0,2,4
"889",1414920,20,9,3.2,201.452054794521,0.9,0,0,0.3,1,0.1,0,0,0,0,2,1
"890",15453126,35,55,19.5,2899.98633879781,7.7,21,0.27,0.479,0.705,0.9,0.5,0,1.2,0,2,3
"891",9821429,26,75,27.4,362.408219178082,6.9,59,0.403,0.49,0.792,1.5,0.6,0.4,0.5,0,2,5
"892",77250,27,39,16.1,78.386301369863,4.2,5,0.293,0.57,0.629,1.6,0.3,0.4,0.5,0,2,4
"893",1312611,24,63,16.7,73.1041095890411,4.3,2,0.412,0.452,0.695,1.7,0.5,0,0.4,0,2,5
"894",7400000,32,67,33.9,843.309589041096,11.7,67,0.368,0.519,0.854,2,1.5,0.2,0.8,0,2,4
"895",9571137,30,68,17,221.232240437158,6.3,7,0.242,0.545,0.71,1.8,0.4,0.3,0.9,0,2,2
"896",784160,25,36,21.8,712.071232876712,12.8,9,0.362,0.556,0.649,1.2,0.7,0.1,1.2,0,2,3
"897",2441400,22,73,19.1,492.832876712329,9.9,2,0.381,0.563,0.706,1.5,0.4,0.5,0.8,0,2,2
"899",3408520,26,79,20.5,180.452054794521,8.9,15,0.4,0.419,0.875,1.7,0.3,0.1,0.7,0,2,5
"900",1842176,23,21,14.6,122.986338797814,6.3,1,0.289,0.563,0.667,1.6,1,0.2,0.9,0,2,4
"903",1524305,23,54,12.6,25.3060109289617,4.1,11,0.25,0.476,0.759,1.4,0.6,0.2,0.7,0,2,3
"904",5821260,25,72,28.5,433.709589041096,11.7,39,0.367,0.491,0.822,2.1,0.8,0.5,1.1,0,2,3
"906",1312611,22,71,23.4,669.213114754098,7.8,43,0.288,0.425,0.832,1.7,1,0.1,1.8,0,2,3
"907",1709538,28,66,16.8,406.912568306011,6.7,34,0.357,0.578,0.722,1.9,0.2,0.5,0.7,0,2,1
"908",3290000,28,52,30.9,817.592896174863,19.4,32,0.399,0.482,0.785,1.8,1.1,0.3,2.3,0,2,3
"911",1471382,21,82,17.9,534.980821917808,5.1,11,0.349,0.528,0.877,1.3,1.2,0.1,0.7,0,2,3
"912",2328652,37,14,5.1,594.117808219178,0.6,0,0.125,0.286,0.5,0.2,0,0.1,0.1,0,2,1
"914",21000000,25,75,34,1703.54246575342,23.1,75,0.371,0.528,0.799,2.3,2.4,0.8,2.9,1,2,5
"915",8000000,41,58,17.7,4776.07671232877,5.4,5,0.345,0.483,0.757,1.7,0.7,0.4,0.6,0,2,4
"917",2254292,21,7,11.4,11.9102040816327,5.4,0,0.8,0.625,0.6,1.7,0.3,0.1,0.6,0,2,3
"918",6270000,30,77,26.5,267.202739726027,11.2,2,0.392,0.479,0.859,1.2,0.7,0.1,0.7,0,2,5
"919",1312611,23,35,19.8,7.53257790368272,9.3,9,0.402,0.456,0.746,1.7,0.5,0.1,1.5,0,2,5
"921",5881260,30,74,20.1,5.0521978021978,5.4,40,0.339,0.471,0.741,2,1,0.8,0.7,0,2,4
"922",17884175,31,63,33.8,294.986301369863,12.7,62,0.381,0.441,0.822,2.2,1.2,0.3,1.3,0,2,4
"923",3533333,27,81,33.1,200.052054794521,15.7,40,0.37,0.51,0.805,2.1,1,0.6,1.8,0,2,5
"924",3704160,24,73,28,559.539726027397,12.8,58,0.25,0.506,0.619,2.5,1.1,0.9,1.5,0,2,1
"925",1471382,27,42,10.2,173.25956284153,4.6,5,0.5,0.672,0.582,1.3,0.2,0.5,0.5,0,2,1
"926",1435750,23,48,10.3,649.586301369863,5.1,1,0.417,0.566,0.656,1.3,0.4,0.3,0.7,0,2,1
"927",12016854,30,74,31.7,291.931506849315,10,71,0.358,0.501,0.772,2.1,0.6,0.5,1.2,0,2,4
"929",1312611,24,82,27.8,833.775342465753,10.2,21,0.373,0.477,0.796,1.9,0.8,0.1,1,0,2,5
"930",3057240,20,66,15.8,657.221917808219,4.4,1,0.31,0.455,0.643,2,0.3,0.5,0.9,0,2,1
"931",3202217,22,24,27.3,1470.18904109589,16.7,24,0.341,0.405,0.813,2.3,1,0.2,1.8,0,2,5
"932",12307692,36,59,25.6,718.333333333333,14.5,57,0.347,0.503,0.785,2,0.7,0.2,2,0,2,2
"933",3477600,33,69,14.1,1183.57650273224,5.4,57,0,0.567,0.806,1.8,0.6,0.2,1,0,2,1
"935",21590909,23,78,33.8,960.906849315068,16,78,0.349,0.499,0.731,2.2,0.7,0.7,2.1,0,3,2
"936",1914480,22,50,12.9,590.438356164384,5.9,0,0.339,0.459,0.82,1.4,0.4,0.3,0.8,0,3,3
"937",1378242,25,61,11.4,307.257534246575,4,1,0.32,0.513,0.75,1.1,0.3,0.2,0.4,0,3,4
"938",6957105,28,81,28.3,378.257534246575,9.4,81,0.343,0.514,0.867,1.8,0.8,0.4,0.9,0,3,2
"939",28928710,32,68,29,2370.59452054795,13.6,68,0.36,0.604,0.821,1.9,0.9,1.3,1.5,0,3,1
"940",11536515,27,64,21.5,292.027397260274,8.8,24,0.363,0.428,0.823,1.4,0.6,0.3,1,0,3,5
"941",3667645,25,31,19,8.31147540983607,5.3,2,0.323,0.5,0.923,1.7,0.5,0.2,0.5,0,3,5
"942",77250,24,25,21.2,365.704109589041,9.2,4,0.48,0.431,0.797,2.2,1,0.4,1.7,0,3,3
"943",4350000,25,77,20.1,343.630136986301,11.1,31,0.363,0.554,0.648,2.6,0.4,0.9,1.3,0,3,1
"945",1349383,26,72,13.9,412.076712328767,4.7,5,0.356,0.586,0.563,1.9,0.3,0.2,0.4,0,3,4
"946",838464,22,14,4.6,93.572602739726,0.9,0,0.5,0.214,0.5,0.5,0.1,0.2,0,0,3,2
"947",19332500,26,43,26.3,185.304109589041,9.6,20,0.378,0.342,0.732,2.4,0.5,0.3,1.1,0,3,5
"948",3382000,23,64,22.8,545.035616438356,10.9,3,0.394,0.466,0.803,1.8,0.4,0.2,1.8,0,3,5
"950",2393887,31,51,10.4,371.795081967213,3.9,6,0.3,0.573,0.756,1.9,0.3,0.3,0.9,0,3,1
"951",25434262,25,79,33.5,980.6,17.3,79,0.132,0.548,0.59,3.4,1.7,1.7,2.2,0,3,1
"952",16000000,35,68,23.2,2418.11780821918,5.7,13,0.333,0.652,0.582,1.4,0.9,0.8,0.8,0,3,4
"953",354500,24,17,11,5.94808743169399,3.2,0,0.2,0.393,0.944,2,0.2,0.1,0.7,0,3,3
"954",25467250,23,73,34.8,1815.84657534247,18.1,73,0.339,0.441,0.699,2.1,1,0.7,1.9,0,3,4
"955",1837800,19,20,7.1,368.569863013699,3.8,1,0.345,0.529,0.563,0.5,0.1,0,0.6,0,3,5
"958",25434263,25,56,33,972.769863013699,25.9,56,0.331,0.547,0.794,2.4,1.6,2.4,2,1,3,1
"959",5750000,33,65,16.6,272.353424657534,5,0,0.377,0.409,0.783,1.4,0.3,0.3,0.6,0,3,2
"961",5193600,32,51,16.1,908.643835616438,5.6,18,0.344,0.519,0.855,2.5,0.2,0.7,0.8,0,3,1
"962",13155324,26,76,26.7,1025.89589041096,8.1,15,0.318,0.522,0.526,2.7,0.6,0.3,0.9,0,3,5
"963",12000000,28,63,30.2,571.298630136986,9.9,63,0.351,0.446,0.86,2.7,0.7,0.3,1.4,0,3,5
"964",2955840,21,82,23.3,395,8.9,28,0.2,0.588,0.735,2.5,0.9,0.8,1.5,0,3,1
"965",5460000,25,19,8.3,382.405479452055,3.9,0,0.415,0.348,0.667,1.2,0.3,0.2,0.3,0,3,5
"966",6434520,22,79,34.2,6145.05479452055,16.9,79,0,0.566,0.6,2.6,1.4,0.8,3.5,1,3,3
"968",31873932,29,75,35,4820.79726027397,24.5,75,0.362,0.525,0.753,2.7,0.7,0.4,3.4,1,3,2
"969",9490740,30,58,11.7,2231.50410958904,7.3,12,0.4,0.624,0.748,1.6,0.3,0.5,1,0,3,1
"970",2494346,23,50,26,266.657534246575,14.2,28,0.393,0.467,0.794,2.9,0.7,0.4,1.5,0,3,2
"971",9000000,26,70,27.8,1068.9397260274,14.1,17,0.36,0.462,0.827,2,1,0.2,1.7,0,3,5
"972",10500000,29,81,31.8,730.632876712329,18,81,0.425,0.538,0.807,1.7,0.9,0,1.7,0,3,4
"973",838464,29,36,9.5,334.172602739726,3.9,0,0.41,0.515,0.857,0.9,0.3,0.1,0.5,0,3,3
"974",25434262,25,82,36.9,944.076712328767,25.6,82,0.351,0.548,0.808,2.8,1.5,0.7,2.7,1,3,5
"975",56845,23,16,3.6,38.7753424657534,1.4,0,0.333,0.235,0.818,0.4,0,0,0.2,0,3,3
"976",5757120,21,52,33.8,2219.35616438356,18.3,52,0.33,0.521,0.675,2.9,0.5,0.6,2.5,0,3,4
"977",14631250,27,39,18.9,555.082191780822,6.8,26,0.318,0.443,0.794,1.6,0.5,0.1,0.8,0,3,3
"979",3382000,30,81,28.7,1249.4904109589,12.5,81,0.365,0.613,0.842,2.3,0.6,2.2,1,0,3,1
"981",3125000,25,82,28,220.241095890411,11.8,81,0.426,0.489,0.885,1.9,0.5,0,1,0,3,5
"982",3833760,26,82,31.9,848.849315068493,20.7,82,0.427,0.487,0.886,2.5,0.7,0.4,1.8,0,3,5
"985",1740000,21,21,8.5,260.72602739726,2,0,0.143,0.37,0.667,1.3,0.3,0,0.9,0,3,2
"986",3440356,24,40,17.8,583.218579234973,6.3,13,0.298,0.511,0.805,1.6,0.7,0.2,1.1,0,3,3
"987",1702800,24,40,26.6,510.035616438356,13.7,25,0.312,0.483,0.691,1.9,1.1,0.4,1.7,0,3,4
"988",2393887,34,10,29.4,4679.16666666667,13.4,2,0.328,0.491,0.682,3.2,0.4,0.7,0.8,0,3,2
"989",2775000,23,76,32.2,1419.76164383562,13,75,0.348,0.489,0.779,2.6,0.8,0.1,1.5,0,3,4
"990",1991520,22,44,20.3,199.369863013699,5.2,14,0.28,0.516,0.605,1.3,0.5,0.1,0.6,0,3,4
"991",24107258,30,25,19.8,643.654794520548,7.5,3,0.309,0.443,0.88,1.8,0.8,0.2,1.3,0,3,4
"992",2393887,35,36,9.5,1233.72404371585,3.6,6,0.405,0.289,0.786,1.2,0.2,0.1,0.4,0,3,1
"993",975824,25,49,15.2,129.75956284153,5.5,2,0.4,0.441,0.694,1.9,0.5,0.1,0.9,0,3,3
"994",1544951,22,64,14,242.147945205479,6,1,0.25,0.625,0.746,1.8,0.5,0.5,0.8,0,3,2
"995",838464,21,29,5,121.205479452055,1.8,0,0,0.339,0.765,0.5,0.2,0.1,0.5,0,3,2
"996",457418,26,28,5.8,413.016438356164,3.3,0,0.324,0.564,0.867,1.1,0.2,0.9,0.3,0,3,2
"997",35654150,33,58,32,4358.56438356164,15.6,58,0.358,0.479,0.862,2.5,2,0.3,2.6,0,3,3
"998",1512601,23,21,12,141.61095890411,8.2,2,0.346,0.571,0.732,0.8,0.3,0.5,0.8,0,3,2
"999",25759766,27,70,33.9,16.9315068493151,21,70,0.375,0.506,0.828,2.5,0.8,0.4,1.5,0,3,5
"1001",13528090,26,49,25.4,376.098630136986,10.1,47,0.273,0.57,0.787,3.3,0.8,0.8,1.3,0,3,1
"1002",4073760,20,82,31.8,1141.53150684932,16.7,72,0.402,0.44,0.839,2.3,0.5,0.1,2.3,0,3,3
"1003",7945000,27,82,25.2,388.158904109589,6.5,9,0.322,0.454,0.698,1.6,1.1,0.3,1,0,3,3
"1004",12253780,33,34,12.6,263.87397260274,4,6,0.291,0.5,0.667,0.9,0.6,0.1,0.4,0,3,5
"1005",8470980,26,60,12.4,110.753424657534,4,0,0,0.543,0.685,1.2,0.2,0.1,0.6,0,3,1
"1006",7019698,22,81,30.2,1142.07671232877,21.1,81,0.369,0.482,0.78,1.7,1.2,0.2,3.1,1,3,3
"1010",27977689,28,80,35.5,2140.83835616438,25.8,80,0.369,0.499,0.912,1.9,1.1,0.4,2.7,1,3,3
"1011",77250,26,32,11.7,574.186301369863,4.9,0,0.397,0.492,0.864,0.9,0.4,0,0.3,0,3,5
"1012",1378242,24,73,27.5,148.046575342466,10.7,40,0.368,0.461,0.745,1.8,0.8,0.1,1,0,3,5
"1014",1378242,26,66,13.8,357.953424657534,5.7,2,0.388,0.603,0.737,2.4,0.3,0.6,0.5,0,3,1
"1015",21587579,30,68,30.3,458.26301369863,19.8,68,0.433,0.484,0.904,1.9,0.7,0.3,1.5,0,3,4
"1016",10000000,31,80,27.7,1115.19452054795,10.3,80,0.455,0.487,0.841,2.1,0.9,0.7,0.9,0,3,5
"1017",2487000,31,64,14.5,133.346994535519,3,21,0.462,0.484,0.778,1.1,0.4,0.2,0.3,0,3,2
"1018",10600000,23,42,15.8,633.194520547945,6.9,1,0.29,0.464,0.791,1.6,0.3,0.1,1.2,0,3,3
"1019",247827,25,39,25.1,238.043835616438,9.4,13,0.416,0.595,0.789,2.1,0.5,0.3,0.9,0,3,4
"1020",2526840,24,81,25,962.67397260274,10.6,41,0.365,0.499,0.88,2.2,0.6,0.1,1.2,0,3,2
"1021",2205000,28,69,25.5,157.586301369863,8.2,15,0.365,0.467,0.789,2.4,0.6,0.3,0.9,0,3,4
"1022",10000000,31,76,28.2,365.631147540984,11.2,76,0.407,0.492,0.832,1.8,1.4,0.1,1.6,0,3,3
"1023",77250,23,8,11.3,57.4739726027397,3.6,0,0.455,0.313,0.571,1,0.1,0,0.8,0,3,5
"1024",1512601,26,51,19.3,293.457534246575,6.5,14,0.32,0.545,0.682,2.1,0.7,0.3,0.6,0,3,5
"1025",7000000,26,76,21.5,226.561643835616,8,12,0.429,0.513,0.883,1.8,0.5,0.4,0.6,0,3,2
"1027",5470920,21,81,31.4,843.241095890411,17.3,81,0.371,0.482,0.727,2.5,1.6,0.6,2.8,0,3,3
"1028",949000,20,50,19.7,243.002739726027,5,31,0.305,0.441,0.75,2.3,1.4,0.5,1.5,0,3,3
"1030",8175840,20,71,30.7,2131.25205479452,16.3,70,0,0.588,0.746,2.9,0.9,0.9,1.8,0,3,1
"1032",2536898,26,75,22.7,343.983561643836,8.7,13,0.298,0.492,0.793,1.4,1.2,0.4,1,0,3,3
"1033",27739975,29,77,34.9,3255.27123287671,21.2,77,0.156,0.492,0.83,2.3,1.1,0.5,2.6,0,3,5
"1034",5337000,28,30,25.7,3318.99726027397,16.3,30,0.274,0.551,0.736,3.6,1.3,1.5,2.4,0,3,1
"1035",15400000,32,67,25.4,274.643835616438,11.1,8,0.342,0.457,0.76,1.7,0.5,0.1,1.1,0,3,2
"1036",170107,24,6,6.5,205.060109289617,3.7,0,0.333,0.667,1,0.7,0.3,0,0.2,0,3,3
"1037",15500000,25,79,29.3,966.328767123288,15.5,14,0.341,0.45,0.819,2.4,0.8,0.2,2.2,0,3,3
"1038",3819960,21,53,28.5,877.224657534247,13.6,50,0.322,0.477,0.635,2.4,1.3,0.4,2.9,0,3,3
"1039",500000,25,32,7.5,149.578082191781,2.6,0,0.296,0.455,0.667,1,0.2,0.3,0.3,0,3,5
"1040",16900000,27,76,23.2,397.13698630137,11.8,70,0.218,0.64,0.675,2.1,0.7,1.4,1.1,0,3,1
"1041",1512601,21,60,19.2,332.547945205479,7,14,0.308,0.567,0.607,2.1,0.8,0.7,0.7,0,3,4
"1042",2176260,30,51,27.3,5897.99178082192,18,13,0.37,0.509,0.856,1.1,0.6,0.2,1.6,0,3,3
"1043",1667160,24,67,25.8,224.120547945205,9.9,55,0.338,0.529,0.772,2.2,1,0.7,1.4,0,3,3
"1044",3314365,22,64,35,2415.27397260274,26.6,64,0.326,0.536,0.866,3.1,0.9,0.2,4.1,0,3,5
"1045",2393887,35,68,15.8,313.945355191257,6.3,2,0.31,0.476,0.761,2,0.5,0.2,0.8,0,3,3
"1048",6300000,29,64,25.1,157.895890410959,10.8,52,0.382,0.57,0.814,3.3,1.1,1.1,1.3,0,3,1
"1049",1378242,23,18,18.3,344.945205479452,7.5,0,0.375,0.415,0.733,2.8,0.6,0.2,1.1,0,3,4
"1050",12705000,27,44,25.9,463.2,12,28,0.377,0.471,0.5,1.6,0.7,0.2,1.5,0,3,5
"1051",5000000,40,51,15.6,3561.29234972678,7.3,20,0.312,0.415,0.78,1.5,0.2,0.4,0.4,1,3,2
"1052",2659800,22,74,24.8,901.087671232877,14.1,5,0.529,0.592,0.715,3.2,0.6,0.4,2.2,0,3,1
"1053",3111480,22,77,33.7,4612.34246575342,23.8,77,0.362,0.468,0.806,2.7,1.4,0.4,2.8,0,3,5
"1054",2484360,22,27,15.2,1447.31506849315,4.9,0,0.265,0.683,0.75,1.4,0.5,0.2,0.7,0,3,5
"1056",1544951,25,81,24.5,117.183561643836,7.5,26,0.311,0.544,0.709,2.3,0.9,0.4,0.9,0,3,4
"1057",7333334,27,77,17.4,667.32602739726,7.3,1,0.408,0.569,0.835,1.4,0.2,0.1,0.5,0,3,4
"1058",4661280,21,46,18,478.767123287671,5,27,0.218,0.688,0.593,2,0.4,0.5,0.8,0,3,2
"1059",17469565,28,66,31.3,3291.38904109589,7.4,66,0.285,0.549,0.692,3,1.4,1.1,2.6,0,3,2
"1061",77250,24,15,10.7,287.956164383562,3.3,1,0.286,0.727,0.667,0.7,0.3,0,0.3,0,3,2
"1062",1378242,23,43,17.7,157.243835616438,7.3,13,0.437,0.494,0.739,1.7,0.3,0.1,0.4,0,3,5
"1064",9631250,27,77,21.6,240.583561643836,10.6,22,0.307,0.699,0.772,2.6,0.6,0.6,0.9,0,3,1
"1065",2393887,37,72,26.2,7361.59836065574,15,2,0.33,0.472,0.708,1.6,0.8,0.5,2.3,1,3,5
"1066",1634400,19,9,4.3,284.753424657534,2.1,0,0.1,0.667,0,0.1,0.2,0,0.4,0,3,5
"1067",8808685,29,53,27.6,244.92602739726,11.9,36,0.432,0.506,0.763,2.1,0.8,0.2,1.1,0,3,5
"1068",4449000,29,81,17.9,242.449315068493,5.8,1,0,0.62,0.617,2.8,0.4,0.4,0.8,0,3,1
"1069",449794,23,23,9.1,73.2164383561644,2.9,2,0.259,0.405,0.625,1.1,0.5,0.2,0.4,0,3,3
"1071",3000000,24,42,29.8,738.328767123288,10.6,42,0.314,0.476,0.743,1.9,1,0.4,2.7,0,3,3
"1072",1238464,21,53,18.1,179.901369863014,5.7,16,0.295,0.475,0.787,2.1,0.6,0.1,1.3,0,3,3
"1073",4294479,22,59,27.2,713.112328767123,14.8,42,0.329,0.492,0.774,1.7,0.7,0.3,2.4,0,3,3
"1074",19264603,26,67,24.5,999.978082191781,13.7,31,0.294,0.562,0.787,2.5,0.5,0.4,1.8,0,3,1
"1075",15000000,29,78,29.1,704.569863013699,15.9,78,0.329,0.582,0.75,2,1.5,0.4,2.1,0,3,3
"1076",13500375,30,68,31.7,1137.79452054795,16.2,53,0.36,0.497,0.783,2.1,0.6,0.4,1.3,0,3,5
"1078",7000000,31,67,18.4,648.712328767123,6.8,7,0.363,0.493,0.824,2.6,0.5,0.3,0.7,0,3,2
"1079",17000000,26,81,31.5,306.095890410959,15.1,81,0.34,0.509,0.806,2.8,0.9,0.1,1.9,0,3,5
"1080",17868853,30,73,22,547.602739726027,6.8,2,0.212,0.494,0.708,1.5,0.5,0.2,1.6,0,3,3
"1081",1378242,20,61,19.2,265.213698630137,8.1,16,0.314,0.507,0.74,1.5,0.4,0,0.8,0,3,3
"1082",3627842,25,47,16.1,491.342465753425,8.6,0,0.36,0.553,0.738,1.4,0.3,0.3,0.9,0,3,1
"1083",4155720,20,43,21,562.468493150685,5.7,16,0.287,0.371,0.767,2.4,0.7,0.3,1.3,0,3,3
"1084",8653847,24,64,27.5,1033.0301369863,11,28,0.378,0.441,0.843,1.7,0.9,0.3,1.3,0,3,3
"1085",1740000,21,48,14.1,368.739726027397,5.8,7,0.326,0.505,0.818,1.3,0.6,0,0.5,0,3,5
"1086",8000000,32,75,27.2,193.208219178082,7.8,55,0.341,0.515,0.748,2.7,1,0.4,0.9,0,3,5
"1087",674122,24,51,12.6,144.953424657534,2.9,2,0.297,0.692,1,0.9,0.4,0.5,0.1,0,3,2
"1088",16517857,24,57,28.8,372.646575342466,12.9,48,0.339,0.476,0.799,2,1,0.3,1.2,0,3,5
"1089",19000000,32,60,21.7,1747.03835616438,7.6,13,0.314,0.547,0.824,1.7,0.9,0.1,0.9,0,3,3
"1091",1512601,25,59,8.7,211.561643835616,4,0,0.41,0.566,0.833,1,0.2,0.1,0.4,0,3,2
"1092",1512601,33,73,20.2,1606.81643835616,9.2,0,0.354,0.547,0.838,1.7,0.5,0.4,0.8,0,3,5
"1093",24157304,24,72,32.8,6641.39178082192,27.7,72,0.256,0.641,0.729,3.2,1.3,1.5,3.7,1,3,2
"1094",4075000,25,47,13,420.693150684931,4.2,18,0.29,0.491,0.8,1,0.3,0.2,0.4,0,3,4
"1095",18109175,32,36,27.5,18.7205479452055,13.7,22,0.348,0.454,0.782,2.3,0.8,0.1,2,0,3,3
"1096",31214295,28,72,25.9,1911.03287671233,11.5,18,0.333,0.542,0.834,1.4,0.9,0.3,1.5,0,3,2
"1097",15170787,29,76,13.6,239.728767123288,6.4,2,0.339,0.53,0.83,1.8,0.6,0.5,0.8,0,3,1
"1098",2076960,23,38,10.9,1942.95342465753,5.6,2,0.323,0.443,0.75,1.2,0.2,0.2,0.9,0,3,5
"1099",2410167,28,43,11.2,316.754098360656,5.3,2,0.2,0.495,0.625,1.5,0.3,0.2,0.7,0,3,1
